"STATION","NAME","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-06-30",,,,,"0.64","0.0","0.0","82","55","76"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-01",,,,,"0.30","0.0","0.0","85","53","68"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-02",,,,,"0.04","0.0","0.0","86","62","85"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-03",,,,,"0.00","0.0","0.0","88","75","83"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-04",,,,,"0.82","0.0","0.0","85","62","68"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-05",,,,,"0.00","0.0","0.0","80","51","79"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-06",,,,,"0.00","0.0","0.0","83","61","81"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-07",,,,,"0.00","0.0","0.0","88","58","85"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-08",,,,,"0.00","0.0","0.0","92","65","90"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-09",,,,,"0.00","0.0","0.0","91","68","79"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-10",,,,,"0.05","0.0","0.0","83","67","69"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-11",,,,,"0.00","0.0","0.0","76","58","74"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-12",,,,,"0.00","0.0","0.0","81","59","79"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-13",,,,,"0.00","0.0","0.0","96","70","94"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-14",,,,,"0.00","0.0","0.0","95","68","87"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-15",,,,,"0.00","0.0","0.0","88","51","82"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-16",,,,,"0.00","0.0","0.0","84","56","83"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-17",,,,,"0.00","0.0","0.0","85","65","80"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-18",,,,,"0.00","0.0","0.0","86","69","79"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-19",,,,,"0.00","0.0","0.0","92","59","89"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-20",,,,,"0.00","0.0","0.0","91","58","78"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-21",,,,,"0.00","0.0","0.0","83","51","81"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-22",,,,,"0.55","0.0","0.0","82","57","78"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-23",,,,,"0.00","0.0","0.0","82","54","78"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-24",,,,,"0.27","0.0","0.0","81","61","74"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-25",,,,,"1.12","0.0","0.0","76","62","70"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-26",,,,,"0.00","0.0","0.0","87","60","85"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-27",,,,,"0.00","0.0","0.0","88","49","80"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-28",,,,,"0.00","0.0","0.0","83","52","79"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-29",,,,,"0.00","0.0","0.0","81","51","71"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-30",,,,,"0.00","0.0","0.0","73","50","69"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-07-31",,,,,"0.00","0.0","0.0","78","49","75"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-01",,,,,"0.00","0.0","0.0","79","56","76"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-02",,,,,"0.00","0.0","0.0","78","58","65"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-03",,,,,"0.38","0.0","0.0","67","52","63"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-04",,,,,"0.00","0.0","0.0","74","52","72"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-05",,,,,"0.82","0.0","0.0","79","48","62"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-06",,,,,"0.08","0.0","0.0","83","50","75"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-07",,,,,"0.00","0.0","0.0","78","56","74"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-08",,,,,"0.00","0.0","0.0","78","56","76"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-09",,,,,"0.00","0.0","0.0","78","57","75"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-10",,,,,"0.28","0.0","0.0","77","61","66"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-11",,,,,"0.12","0.0","0.0","78","64","70"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-12",,,,,"0.04","0.0","0.0","74","56","71"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-13",,,,,"0.00","0.0","0.0","79","51","77"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-14",,,,,"0.00","0.0","0.0","79","54","72"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-15",,,,,"0.00","0.0","0.0","84","54","80"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-16",,,,,"0.32","0.0","0.0","82","61","75"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-17",,,,,"0.00","0.0","0.0","82","49","75"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-18",,,,,"0.00","0.0","0.0","83","55","81"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-19",,,,,"0.00","0.0","0.0","86","56","83"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-20",,,,,"0.11","0.0","0.0","88","62","67"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-21",,,,,"0.00","0.0","0.0","86","65","81"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-22",,,,,"0.47","0.0","0.0","83","63","72"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-23",,,,,"0.00","0.0","0.0","77","45","68"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-24",,,,,"0.00","0.0","0.0","74","49","71"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-25",,,,,"0.00","0.0","0.0","80","52","77"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-26",,,,,"0.00","0.0","0.0","84","65","80"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-27",,,,,"0.13","0.0","0.0","82","52","70"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-28",,,,,"0.00","0.0","0.0","73","41","69"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-29",,,,,"0.00","0.0","0.0","73","46","66"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-30",,,,,"0.00","0.0","0.0","74","42","71"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-08-31",,,,,"0.52","0.0","0.0","75","44","61"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-01",,,,,"0.00","0.0","0.0","66","35","57"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-02",,,,,"0.01","0.0","0.0","66","37","55"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-03",,,,,"0.00","0.0","0.0","63","33","59"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-04",,,,,"0.00","0.0","0.0","68","33","64"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-05",,,,,"0.00","0.0","0.0","70","38","63"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-06",,,,,"0.00","0.0","0.0","71","46","67"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-07",,,,,"0.08","0.0","0.0","70","51","67"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-08",,,,,"0.00","0.0","0.0","82","48","78"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-09",,,,,"0.00","0.0","0.0","81","56","76"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-10",,,,,"0.00","0.0","0.0","79","52","73"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-11",,,,,"0.00","0.0","0.0","82","65","79"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-12",,,,,"0.41","0.0","0.0","82","51","52"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-13",,,,,"0.20","0.0","0.0","55","43","51"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-14",,,,,"0.00","0.0","0.0","70","34","66"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-15",,,,,"0.00","0.0","0.0","69","48","61"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-16",,,,,"0.00","0.0","0.0","69","36","66"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-17",,,,,"0.00","0.0","0.0","74","48","65"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-18",,,,,"0.00","0.0","0.0","71","34","68"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-19",,,,,"0.00","0.0","0.0","72","54","63"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-20",,,,,"0.02","0.0","0.0","67","36","64"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-21",,,,,"0.00","0.0","0.0","67","29","46"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-22",,,,,"0.00","0.0","0.0","52","16","46"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-23",,,,,"0.01","0.0","0.0","52","23","40"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-24",,,,,"0.11","0.0","0.0","66","40","61"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-25",,,,,"0.47","0.0","0.0","65","41","61"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-26",,,,,"0.00","0.0","0.0","81","47","76"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-27",,,,,"0.00","0.0","0.0","78","52","63"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-28",,,,,"0.00","0.0","0.0","68","49","51"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-29",,,,,"0.25","0.0","0.0","61","37","56"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-09-30",,,,,"0.00","0.0","0.0","58","37","40"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-01",,,,,"0.00","0.0","0.0","46","23","41"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-02",,,,,"0.00","0.0","0.0","49","16","46"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-03",,,,,"0.00","0.0","0.0","58","26","53"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-04",,,,,"0.00","0.0","0.0","73","41","69"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-05",,,,,"0.00","0.0","0.0","72","53","58"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-06",,,,,"0.84","0.0","0.0","61","40","46"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-07",,,,,"0.00","0.0","0.0","51","30","47"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-08",,,,,"0.00","0.0","0.0","66","39","59"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-09",,,,,"0.00","0.0","0.0","63","37","54"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-10",,,,,"0.00","0.0","0.0","75","37","71"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-11",,,,,"0.00","0.0","0.0","74","48","63"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-12",,,,,"0.00","0.0","0.0","66","44","54"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-13",,,,,"0.05","0.0","0.0","54","29","44"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-14",,,,,"0.30","0.0","0.0","50","44","44"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-15",,,,,"0.00","0.0","0.0","51","26","46"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-16",,,,,"0.00","0.0","0.0","60","32","57"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-17",,,,,"0.00","0.0","0.0","60","43","52"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-18",,,,,"0.00","0.0","0.0","55","31","34"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-19",,,,,"0.00","0.0","0.0","43","30","39"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-20",,,,,"0.00","0.0","0.0","46","16","41"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-21",,,,,"0.00","0.0","0.0","56","25","52"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-22",,,,,"0.00","0.0","0.0","63","40","58"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-23",,,,,"0.00","0.0","0.0","62","43","57"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-24",,,,,"0.00","0.0","0.0","70","39","66"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-25",,,,,"0.00","0.0","0.0","69","34","55"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-26",,,,,"0.00","0.0","0.0","66","23","62"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-27",,,,,"0.00","0.0","0.0","71","31","59"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-28",,,,,"0.18","0.0","0.0","65","49","59"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-29",,,,,"0.54","0.0","0.0","64","50","58"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-30",,,,,"0.28","0.0","0.0","66","53","59"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-10-31",,,,,"0.23","0.0","0.0","67","48","61"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-01",,,,,"0.29","0.0","0.0","65","46","59"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-02",,,,,"0.00","0.0","0.0","62","43","46"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-03",,,,,"0.00","0.0","0.0","58","27","36"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-04",,,,,"0.00","0.0","0.0","43","29","35"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-05",,,,,"0.00","0.0","0.0","48","31","41"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-06",,,,,"0.00","0.0","0.0","46","20","42"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-07",,,,,"0.00","0.0","0.0","59","22","52"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-08",,,,,"0.00","0.0","0.0","64","30","57"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-09",,,,,"0.00","0.0","0.0","60","29","48"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-10",,,,,"0.42","0.0","0.0","52","40","42"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-11",,,,,"0.60","0.0","0.0","46","35","39"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-12",,,,,"0.00","0.1","0.0","42","27","27"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-13",,,,,"0.00","0.0","0.0","30","24","24"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-14",,,,,"0.01","0.0","0.0","29","19","23"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-15",,,,,"0.02","0.5","0.0","39","20","32"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-16",,,,,"0.00","0.0","0.0","46","17","38"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-17",,,,,"0.00","0.0","0.0","50","22","42"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-18",,,,,"0.01","0.0","0.0","46","31","34"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-19",,,,,"0.01","0.0","0.0","48","33","44"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-20",,,,,"0.04","0.0","0.0","48","27","28"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-21",,,,,"0.00","0.0","0.0","36","24","30"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-22",,,,,"0.00","0.0","0.0","49","22","44"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-23",,,,,"0.01","0.0","0.0","50","33","41"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-24",,,,,"0.42","1.0","0.0","45","27","33"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-25",,,,,"0.00","0.0","0.0","36","12","22"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-26",,,,,"0.00","0.0","0.0","30","11","27"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-27",,,,,"0.02","0.0","0.0","37","25","31"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-28",,,,,"0.00","0.0","0.0","34","17","26"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-29",,,,,"0.00","0.0","0.0","32","14","28"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-11-30",,,,,"0.00","0.0","0.0","31","23","27"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-01",,,,,"0.00","0.0","0.0","31","23","26"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-02",,,,,"0.00","0.0","0.0","45","11","36"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-03",,,,,"0.00","0.0","0.0","39","16","27"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-04",,,,,"0.00","0.0","0.0","30","10","22"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-05",,,,,"0.00","0.0","0.0","42","16","38"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-06",,,,,"0.00","0.0","0.0","41","24","32"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-07",,,,,"0.61","1.5","1.0","36","30","30"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-08",,,,,"0.00","0.0","1.0","30","10","15"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-09",,,,,"0.00","0.0","1.0","23","-4","22"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-10",,,,,"0.00","0.0","1.0","40","14","36"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-11",,,,,"0.00","0.0","1.0","44","17","33"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-12",,,,,"0.00","0.0","0.0","38","12","31"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-13",,,,,"0.08","1.0","1.0","34","23","28"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-14",,,,,"0.08","1.0","1.0","34","27","31"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-15",,,,,"0.22","1.5","3.0","35","29","30"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-16",,,,,"0.09","2.0","5.0","33","24","25"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-17",,,,,"0.00","0.0","5.0","28","7","14"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-18",,,,,"0.00","0.0","5.0","20","3","17"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-19",,,,,"0.16","3.0","7.0","26","16","20"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-20",,,,,"0.00","0.0","7.0","28","14","21"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-21",,,,,"0.00","0.0","7.0","24","10","15"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-22",,,,,"0.00","0.0","7.0","29","11","26"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-23",,,,,"0.00","0.0","6.0","36","23","30"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-24",,,,,"0.00","0.0","6.0","33","5","16"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-25",,,,,"0.00","0.0","6.0","21","10","15"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-26",,,,,"0.00","0.0","6.0","30","4","26"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-27",,,,,"0.00","0.0","5.0","35","26","30"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-28",,,,,"0.00","0.0","5.0","37","25","32"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-29",,,,,"0.00","0.0","5.0","36","22","29"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-30",,,,,"0.00","0.0","5.0","36","3","29"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1974-12-31",,,,,"0.00","0.0","5.0","34","16","29"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-01",,,,,"0.00","0.0","5.0","32","13","20"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-02",,,,,"0.00","0.0","5.0","24","-1","20"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-03",,,,,"0.18","3.0","8.0","30","18","25"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-04",,,,,"0.00","0.0","8.0","28","15","22"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-05",,,,,"0.00","0.0","8.0","25","-3","20"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-06",,,,,"0.00","0.0","8.0","39","12","31"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-07",,,,,"0.00","0.0","8.0","35","19","28"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-08",,,,,"0.11","3.0","9.0","36","27","31"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-09",,,,,"0.00","0.0","8.0","35","19","29"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-10",,,,,"0.09","0.0","6.0","38","28","34"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-11",,,,,"0.01","0.0","5.0","48","-1",
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-12",,,,,"0.00","0.0","5.0","3","-9","-2"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-13",,,,,"0.00","0.0","5.0","2","-11","-2"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-14",,,,,"0.00","0.0","3.0","12","-13","8"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-15",,,,,"0.01","0.5","3.0","22","6","18"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-16",,,,,"0.00","0.0","3.0","21","7","16"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-17",,,,,"0.00","0.0","3.0","29","1","24"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-18",,,,,"0.01","0.5","3.0","29","20","25"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-19",,,,,"0.00","0.0","3.0","29","8","9"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-20",,,,,"0.00","0.0","3.0","18","-13","15"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-21",,,,,"0.01","1.0","4.0","32","14","22"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-22",,,,,"0.00","0.0","4.0","25","-13","13"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-23",,,,,"0.00","0.0","4.0","30","8","27"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-24",,,,,"0.03","0.0","2.0","35","12","31"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-25",,,,,"0.05","0.5","2.0","35","24","25"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-26",,,,,"0.01","0.0","2.0","29","14","23"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-27",,,,,"0.02","0.5","2.0","26","2","18"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-28",,,,,"0.00","0.0","2.0","29","2","26"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-29",,,,,"0.28","6.0","8.0","28","20","25"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-30",,,,,"0.00","0.0","8.0","28","1","23"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-01-31",,,,,"0.00","0.0","8.0","23","-10","21"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-02-01",,,,,"0.10","1.0","8.0","29","5","25"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-02-02",,,,,"0.00","0.0","8.0","32","2","27"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-02-03",,,,,"0.00","0.0","8.0","27","-6","24"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-02-04",,,,,"0.00","0.0","8.0","32","21","30"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-02-05",,,,,"0.18","3.0","11.0","30","23","29"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-02-06",,,,,"0.03","0.0","11.0","30","2","6"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-02-07",,,,,"0.00","0.0","11.0","16","-9","16"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1975-02-08",,,,,"0.00","0.0","11.0","16","-7","-2"
