DNR Parameter,Parameter Description,Alternate IDs,Result Type,Result Value,Units,LOD,LOQ,Lower Bound,Upper Bound,Sig Figs,Dec. Places,Sample/Labslip ID,Waterbody ID #,Field #,Sample Collected (Start) Date,Sample Description,Sample Location,Account #,Sample Depth
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,25.6,MG/L,0.1,0.3,,,3,1,391533001,106900,PLEASANT 062818,6/28/2018 13:40,PLEASANT LAKE - DEEPHOLE INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,0-6F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,27.7,MG/L,0.1,0.3,,,3,1,391533002,1012500,PLAINFIELD 062818,6/28/2018 12:00,INTEGRATED SAMPLER - PLAINFIELD DEEP HOLE,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-6F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,9.05,MG/L,0.1,0.3,,,3,2,391533003,1000800,LONG 062818,6/28/2018 10:15,LONG LAKE DEEP HOLE - INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,27.7,MG/L,0.1,0.3,,,3,1,415205001,106900,PLEAS 101718,10/17/2018 12:39,DEEP HOLE / INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,0-6F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,2,ND,MG/L,0.1,0.3,,,3,0,415205002,106900,PLEAS BLANK 101718,10/17/2018 12:39,DEEP HOLE/ INTEGRATED SAMPLER BLANK,PLEASANT LAKE-DEEP HOLE,WQ030,0-6F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,27.7,MG/L,0.1,0.3,,,3,1,415205003,106900,PLEAS DUP 101718,10/17/2018 12:39,DEEP HOLE/ INTEGRATED SAMPLER DUPLICATE,PLEASANT LAKE-DEEP HOLE,WQ030,0-6F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,9.63,MG/L,0.1,0.3,,,3,2,415205004,1000800,LONG 101618,10/16/2018 15:06,DEEP HOLE/ INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,2,ND,MG/L,0.1,0.3,,,3,0,415205005,1000800,LONG BLANK 101618,10/16/2018 15:06,DEEP HOLE/ INTEGRATED SAMPLER BLANK,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,9.66,MG/L,0.1,0.3,,,3,2,415205006,1000800,LONG DUP 101618,10/16/2018 15:06,DEEP HOLE/ INTEGRATED SAMPLER DUPLICATE,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,34.8,MG/L,0.1,0.3,,,3,1,415205007,1012500,PLAIN 101618,10/16/2018 14:08,DEEP HOLE INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-6F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,34.2,MG/L,0.1,0.3,,,3,1,402763001,1012500,PFL082218,8/22/2018 10:10,DEEP HOLE/INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-1.5M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,11.1,MG/L,0.1,0.3,,,3,1,402763002,1000800,LL082218,8/22/2018 11:34,DEEP HOLE INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,25.4,MG/L,0.1,0.3,,,3,1,402763003,106900,PLES082218,8/22/2018 13:10,DEEP HOLE INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,0-6FT
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,27.2,MG/L,0.1,0.3,,,3,1,409402001,106900,PST920108,9/20/2018 13:15,PLEASANT LAKE DEEP HOLE INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,0-6F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,34,MG/L,0.1,0.3,,,3,1,409402002,1012500,PFD92018,9/20/2018 9:36,PLAINFIELD LAKE DEEP GOLE INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-1.5M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,11.6,MG/L,0.1,0.3,,,3,1,409402003,1000800,LL92018,9/20/2018 11:05,LONG LAKE DEEP HOLE INTEGRATED SAMP[LER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,39.5,MG/L,0.1,0.3,,,3,1,424393001,,PSNT01 121318,12/13/2018 9:51,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT01 MONITORING WELL,WQ030,23.4F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,23.6,MG/L,0.1,0.3,,,3,1,424393002,,PSNT03 121318,12/13/2018 13:40,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT03 MONITORING WELL,WQ030,25.6F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,24.9,MG/L,0.1,0.3,,,3,1,424393003,,PSNT06 121318,12/13/2018 12:18,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT06 MONITORING WELL,WQ030,28F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,49.2,MG/L,0.1,0.3,,,3,1,424393004,,PSNT11 121318,12/13/2018 14:44,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT11 MONITORING WELL,WQ030,9.9F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,71.7,MG/L,0.1,0.3,,,3,1,424393005,,PSNT16 121318,12/13/2018 11:04,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,32.3F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,110,MG/L,0.1,0.3,,,3,0,424393006,,PFL02 121318,12/13/2018 12:06,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,33.4F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,76.8,MG/L,0.1,0.3,,,3,1,424393007,,PFL03 121318,12/13/2018 10:25,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL03 MONITORING WELL,WQ030,34F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,51.1,MG/L,0.1,0.3,,,3,1,424393008,,PFL04 121318,12/13/2018 11:09,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL04 MONITORING WELL,WQ030,18F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,35.7,MG/L,0.1,0.3,,,3,1,424393009,,PFL07 121318,12/13/2018 9:43,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL07 MONITORING WELL,WQ030,14F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,35.2,MG/L,0.1,0.3,,,3,1,424393010,,LL02 121318,12/13/2018 13:29,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL02 MONITORING WELL,WQ030,18F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,58.4,MG/L,0.1,0.3,,,3,1,424393011,,LL03 121318,12/13/2018 12:58,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL03 MONITORING WELL,WQ030,23F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,48,MG/L,0.1,0.3,,,3,1,424393012,,LL06 121318,12/13/2018 14:53,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,32F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,31.3,MG/L,0.1,0.3,,,3,1,424393013,,LL07 121318,12/13/2018 14:05,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,28.7F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,10.8,MG/L,0.1,0.3,,,3,1,400183001,1000800,LONG080718,8/7/2018 12:13,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,10.3,MG/L,0.1,0.3,,,3,1,400183002,1000800,LONG080718DUP,8/7/2018 12:13,DEEP HOLE/INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,3,0.152,MG/L,0.1,0.3,,,3,3,400183003,1000800,LONG080718BLANK,8/7/2018 12:13,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,31.6,MG/L,0.1,0.3,,,3,1,400183004,1012500,PLAIN080718,8/7/2018 10:07,DEEP HOLE / INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-6F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,25.2,MG/L,0.1,0.3,,,3,1,400183005,106900,PLEAS8918,8/9/2018 17:00,DEEP HOLE / INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,0-6F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,27.1,MG/L,0.1,0.3,,,3,1,405789001,106900,PLS090618,9/6/2018 16:13,PLEASANT LAKE DEEP HOLE INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,0-6F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,32.2,MG/L,0.1,0.3,,,3,1,405789002,1012500,PFL090618,9/6/2018 11:15,PLAINFIELD LAKE DEEP HOLE INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-1.5M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,32.7,MG/L,0.1,0.3,,,3,1,405789003,1012500,PFLDUP090618,9/6/2018 11:15,PLAINFIELD LAKE DEEP HOLE DUPLICATE INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-1.5M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,3,0.124,MG/L,0.1,0.3,,,3,3,405789004,1012500,PFLBLANK090618,9/6/2018 11:15,PLAINFIELD LAKE DEEP HOLE BLANK INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-1.5M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,10.2,MG/L,0.1,0.3,,,3,1,405789005,1000800,LL090618,9/6/2018 12:37,LONG LAKE DEEP HOLE INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,60.1,MG/L,0.1,0.3,,,3,1,432719001,,LL03 022219,2/22/2019 11:02,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL03 MONITORING WELL,WQ030,
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,31.6,MG/L,0.1,0.3,,,3,1,432719002,,LL02 022219,2/22/2019 10:26,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL02 MONITORING WELL,WQ030,17.2F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,31.3,MG/L,0.1,0.3,,,3,1,432719003,,LL07 022219,2/22/2019 9:48,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,18.7F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,46.6,MG/L,0.1,0.3,,,3,1,432719004,,LL06 022119,2/21/2019 16:26,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,32.75F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,78.3,MG/L,0.1,0.3,,,3,1,432719005,,PFL03 022119,2/21/2019 11:18,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL03 MONITORING WELL,WQ030,34F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,33,MG/L,0.1,0.3,,,3,1,432719006,,PFL07 022119,2/21/2019 10:14,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL07 MONITORING WELL,WQ030,13.09F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,110,MG/L,0.1,0.3,,,3,0,432719007,,PFL02 022119,2/21/2019 13:39,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,32F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,62.7,MG/L,0.1,0.3,,,3,1,432719008,,PFL04 022119,2/21/2019 12:16,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL04 MONITORING WELL,WQ030,17.3F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,48.2,MG/L,0.1,0.3,,,3,1,432719009,1012500,PLAIN 022119,2/21/2019 14:55,DEEP HOLE / INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-2M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,13.8,MG/L,0.1,0.3,,,3,1,432719010,1000800,LONG 022219,2/22/2019 12:17,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,WQ030,0-2M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,31,MG/L,0.1,0.3,,,3,1,442253001,106900,PLEAS 042419,4/24/2019 15:41,DEEP HOLE / INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,0-2M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,37.5,MG/L,0.1,0.3,,,3,1,442253002,1012500,PLAIN 042419,4/24/2019 12:57,DEEP HOLE / INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-2M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,10.2,MG/L,0.1,0.3,,,3,1,442253003,1000800,LONG 042419,4/24/2019 13:57,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-2M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,10.7,MG/L,0.1,0.3,,,3,1,445102001,1000800,LONG 050919,5/9/2019 11:03,DEEP HOLE/INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-6F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,31.9,MG/L,0.1,0.3,,,3,1,445102002,106900,PLESNT 050919,5/9/2019 12:18,DEEP HOLE/INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,0-6F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,37.2,MG/L,0.1,0.3,,,3,1,445102003,1012500,PLAIN 050919,5/9/2019 9:47,DEEP HOLE/INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-6F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,25.6,MG/L,0.1,0.3,,,3,1,433206001,,PSNT03 022719,2/27/2019 14:29,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT03 MONITORING WELL,WQ030,25F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,31.9,MG/L,0.1,0.3,,,3,1,433206002,106900,PLEAS 022719,2/27/2019 9:34,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,0-2M
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,37.7,MG/L,0.1,0.3,,,3,1,433206003,,PSNT01 022719,2/27/2019 10:55,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT01 MONITORING WELL,WQ030,23F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,31.6,MG/L,0.1,0.3,,,3,1,433206004,,PSNT11 022719,2/27/2019 13:40,MID-SCREEN OF WELL/PERISTALTIC PUMP,PSNT11 MONITORING WELL,WQ030,10F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,28.1,MG/L,0.1,0.3,,,3,1,433206005,,PSNT06 022719,2/27/2019 15:36,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT06 MONITORING WELL,WQ030,20F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,67.1,MG/L,0.1,0.3,,,3,1,433206006,,PSNT16 022719,2/27/2019 12:31,MID-SCREEN OF WELL/PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,23F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,57.9,MG/L,0.1,0.3,,,3,1,442376001,,LL03 042319,4/23/2019 13:11,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL03 MONITORING WELL,WQ030,22.75F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,44.7,MG/L,0.1,0.3,,,3,1,442376002,,LL06 042319,4/23/2019 15:37,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,31.1F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,28.2,MG/L,0.1,0.3,,,3,1,442376003,,LL07 042319,4/23/2019 13:49,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,27.5F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,64.3,MG/L,0.1,0.3,,,3,1,442376004,,LL09 042319,4/23/2019 14:57,MID SCREEN OF WELL / PERISTALTIC PUMP,LL09 MONITORING WELL,WQ030,23.7F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,97.5,MG/L,0.1,0.3,,,3,1,442376005,,PFL02 042319,4/23/2019 12:32,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,32.4F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,75.7,MG/L,0.1,0.3,,,3,1,442376006,,PFL03 042319,4/23/2019 11:05,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL03 MONITORING WELL,WQ030,34.7F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,63.1,MG/L,0.1,0.3,,,3,1,442376007,,PFL05 042319,4/23/2019 10:30,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL05 MONITORING WELL,WQ030,24.4F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,284,MG/L,2,6,,,3,0,442376008,,PFL09 042319,4/23/2019 11:38,MID-SCREEN OF WELL / WATERRA PUMP,PFL09 MONITORING WELL,WQ030,40.8F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,39,MG/L,0.1,0.3,,,3,1,442376009,,PSNT01 042419,4/24/2019 10:54,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT01 MONITORING WELL,WQ030,22.42F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,24.3,MG/L,0.1,0.3,,,3,1,442376010,,PSNT03 042319,4/23/2019 17:24,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT03 MONITORING WELL,WQ030,24.6F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,55.5,MG/L,0.1,0.3,,,3,1,442376011,,PSNT05 042319,4/23/2019 16:45,MID-SCREEN OF WELL / WATERRA PUMP,PSNT05 MONITORING WELL,WQ030,50.3F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,68.2,MG/L,0.1,0.3,,,3,1,442376012,,PSNT16 042419,4/24/2019 11:39,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,31.2F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,36.2,MG/L,0.1,0.3,,,3,1,453036001,,PSNT01 061919,6/19/2019 13:26,MID-SCREEB OF WELL/ PERISTALTIC PUMP,PSNT01 MONITORING WELL,WQ030,21 F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,26.3,MG/L,0.1,0.3,,,3,1,453036002,,PSNT03 061919,6/19/2019 15:46,MID-SCREEN OF WELL/ PERSTALTIC PUMP,PSNT03 MONITORING WELL,WQ030,24 F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,47.9,MG/L,0.1,0.3,,,3,1,453036003,,PSNT05 061919,6/19/2019 14:56,MID-SCREEN OF WELL/ WATERRA PUMP,PSNT05 MONITORING WELL,WQ030,50 F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,65.1,MG/L,0.1,0.3,,,3,1,453036004,,PSNT16 061919,6/19/2019 14:07,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,31 F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,98.1,MG/L,0.1,0.3,,,3,1,453036005,,PFL02 061819,6/18/2019 12:10,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,32 F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,77.2,MG/L,0.1,0.3,,,3,1,453036006,,PFL03 061819,6/18/2019 11:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL03 MONITORING WELL,WQ030,33 F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,61,MG/L,0.1,0.3,,,3,1,453036007,,PFL05 061819,6/18/2019 10:22,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL05 MONITORING WELL,WQ030,24 F
918,CALCIUM TOTAL RECOVERABLE,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,221,MG/L,1,3,,,3,0,453036008,,PFL09 061919,6/19/2019 10:02,MID-SCREEN OF WELL/ WATERRA PUMP/ MID SCREEN OF WELL,PFL09 MONITORING WELL,WQ030,40 F
