DNR Parameter,Parameter Description,DNR Parameter Type,Alternate IDs,Result Type,Result Value,Units,LOD,LOQ,Lower Bound,Upper Bound,Sig Figs,Dec. Places,Result Amount,Lab ID,Lab Name,Sample/Labslip ID,Analysis Date,Method,Lab Comment,Batch ID,ID #,ID Point #,Waterbody ID #,Field #,Sample Collected (Start) Date,Sample Collected End Date,Date Received by Lab,Date Reported by Lab,Sample Description,Sample Location,Account #,Account Desc.,Program Code,Region,County,Report to Name,Report to Address,"Report to City, State, Zip",Sample Collector,Sample Source,Sample Reason,Project #,Enforcement Code,Check Date,Sample Depth,Sample Status
1104,"ALUMINUM,TOTAL RECOVERABLE",DNR_STORET,CAS: 7429905 EPA WQX: 549 SRS: E149476 STORET_LEGACY: 1104 ,1,11100,ug/L,100,300,,,3,0,11100,113133790,Wisconsin State Laboratory of Hygiene,453036003,6/28/2019 15:36,EPA 200.7,,161891,10052290,197258933,,PSNT05 061919,6/19/2019 14:56,6/19/2019 15:01,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ WATERRA PUMP,PSNT05 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E. ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,50 F,COMPLETE
946,"SULFATE DISS, AS SO4",DNR_STORET,CAS: 14808798 EPA WQX: 1827 SRS: E197301 STORET_LEGACY: 946 ,3,4.78,MG/L,1.6,5,,,3,2,4.78,113133790,Wisconsin State Laboratory of Hygiene,453036003,7/18/2019 13:09,EPA 300.0,Analyzed past the 28 days holding time.,164217,10052290,197258933,,PSNT05 061919,6/19/2019 14:56,6/19/2019 15:01,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ WATERRA PUMP,PSNT05 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E. ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,50 F,COMPLETE
955,"SILICA, DISSOLVED (MG/L AS SI02)",DNR_STORET,CAS: 7631869 EPA WQX: 1789 SRS: E151977 STORET_LEGACY: 955 ,1,7.07,MG/L,0.1,0.32,,,3,2,7.07,113133790,Wisconsin State Laboratory of Hygiene,453036003,7/11/2019 12:23,LACHAT 10-114-27-1-A,,163002,10052290,197258933,,PSNT05 061919,6/19/2019 14:56,6/19/2019 15:01,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ WATERRA PUMP,PSNT05 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E. ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,50 F,COMPLETE
665,PHOSPHORUS TOTAL ,DNR_STORET,CAS: 7723140 EPA WQX: 2962 SRS: E153049 STORET_LEGACY: 665 ,3,0.0206,MG/L,0.008,0.027,,,3,4,0.0206,113133790,Wisconsin State Laboratory of Hygiene,453036004,6/25/2019 10:32,EPA 365.1,,161711,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
631,NITROGEN NO3+NO2 DISS (AS N),DNR_STORET,EPA WQX: 1415 SRS: E153122 SRS: E701177 STORET_LEGACY: 631 ,1,6.57,MG/L,0.108,0.36,,,3,2,6.57,113133790,Wisconsin State Laboratory of Hygiene,453036004,6/28/2019 13:41,EPA 353.2,,161952,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
95,"CONDUCTIVITY, UMHOS/CM @ 25C",DNR_STORET,EPA WQX: 1815 SRS: E1640291 SRS: E1646694 STORET_LEGACY: 95 ,1,666,uS/cm,10,10,,,3,0,666,113133790,Wisconsin State Laboratory of Hygiene,453036004,6/28/2019 10:14,"SM2510B,EPA150.1,SM2320B",,161908,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
403,PH LAB,DNR_STORET,EPA WQX: 1648 SRS: E1644285 STORET_LEGACY: 403 ,1,7.53,SU,,,,,3,2,7.53,113133790,Wisconsin State Laboratory of Hygiene,453036004,6/28/2019 10:14,"SM2510B,EPA150.1,SM2320B",,161908,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
410,ALKALINITY TOTAL CACO3,DNR_STORET,EPA WQX: 3125 SRS: E1640192 STORET_LEGACY: 410 ,1,267,MG/L,20,20,,,3,0,267,113133790,Wisconsin State Laboratory of Hygiene,453036004,6/28/2019 10:14,"SM2510B,EPA150.1,SM2320B",,161908,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
940,CHLORIDE,DNR_STORET,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,37.3,MG/L,1,3.2,,,3,1,37.3,113133790,Wisconsin State Laboratory of Hygiene,453036004,7/17/2019 13:51,SM4500-CL-E,,163545,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
955,"SILICA, DISSOLVED (MG/L AS SI02)",DNR_STORET,CAS: 7631869 EPA WQX: 1789 SRS: E151977 STORET_LEGACY: 955 ,1,14.6,MG/L,0.1,0.32,,,3,1,14.6,113133790,Wisconsin State Laboratory of Hygiene,453036004,7/11/2019 12:24,LACHAT 10-114-27-1-A,,163002,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
608,NITROGEN NH3-N DISS,DNR_STORET,CAS: 7664417 EPA WQX: 556 SRS: E153122 STORET_LEGACY: 608 ,2,ND,MG/L,0.015,0.048,,,3,0,,113133790,Wisconsin State Laboratory of Hygiene,453036004,6/28/2019 12:27,EPA 350.1,,161952,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
1104,"ALUMINUM,TOTAL RECOVERABLE",DNR_STORET,CAS: 7429905 EPA WQX: 549 SRS: E149476 STORET_LEGACY: 1104 ,1,604,ug/L,10,30,,,3,0,604,113133790,Wisconsin State Laboratory of Hygiene,453036004,6/28/2019 14:25,EPA 200.7,,161891,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
918,CALCIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,65.1,MG/L,0.1,0.3,,,3,1,65.1,113133790,Wisconsin State Laboratory of Hygiene,453036004,6/28/2019 14:25,EPA 200.7,,161891,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
921,MAGNESIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,33.2,MG/L,0.1,0.3,,,3,1,33.2,113133790,Wisconsin State Laboratory of Hygiene,453036004,6/28/2019 14:25,EPA 200.7,,161891,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
899,HARDNESS TOTAL RECOVERABLE CALCULATION,DNR_STORET,EPA WQX: 1097 SRS: E1643592 STORET_LEGACY: 899 ,1,299,MG/L,0.66,2,,,3,0,299,113133790,Wisconsin State Laboratory of Hygiene,453036004,6/28/2019 14:25,EPA 200.7,,161891,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
980,IRON TOTAL RECOVERABLE,DNR_STORET,CAS: 7439896 EPA WQX: 1185 SRS: E149559 STORET_LEGACY: 980 ,1,0.337,MG/L,0.1,0.3,,,3,3,0.337,113133790,Wisconsin State Laboratory of Hygiene,453036004,6/28/2019 14:25,EPA 200.7,,161891,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
1123,"MANGANESE, TOTAL RECOVERABLE",DNR_STORET,CAS: 7439965 EPA WQX: 1249 SRS: E149625 STORET_LEGACY: 1123 ,1,4.21,ug/L,1,3,,,3,2,4.21,113133790,Wisconsin State Laboratory of Hygiene,453036004,6/28/2019 14:25,EPA 200.7,,161891,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
50245,POTASSIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7440097 EPA WQX: 1709 SRS: E149740 STORET_LEGACY: 50245 ,1,1.96,MG/L,0.2,0.6,,,3,2,1.96,113133790,Wisconsin State Laboratory of Hygiene,453036004,6/28/2019 14:25,EPA 200.7,,161891,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
923,SODIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7440235 EPA WQX: 1802 SRS: E149856 STORET_LEGACY: 923 ,1,30.6,MG/L,0.2,0.6,,,3,1,30.6,113133790,Wisconsin State Laboratory of Hygiene,453036004,6/28/2019 14:25,EPA 200.7,,161891,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
946,"SULFATE DISS, AS SO4",DNR_STORET,CAS: 14808798 EPA WQX: 1827 SRS: E197301 STORET_LEGACY: 946 ,1,14,MG/L,1.6,5,,,3,1,14,113133790,Wisconsin State Laboratory of Hygiene,453036004,7/18/2019 13:31,EPA 300.0,Analyzed past the 28 days holding time.,164217,10051676,197258937,,PSNT16 061919,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,31 F,COMPLETE
940,CHLORIDE,DNR_STORET,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,3.05,MG/L,1,3.2,,,3,2,3.05,113133790,Wisconsin State Laboratory of Hygiene,453036005,7/10/2019 15:35,SM4500-CL-E,,162830,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
631,NITROGEN NO3+NO2 DISS (AS N),DNR_STORET,EPA WQX: 1415 SRS: E153122 SRS: E701177 STORET_LEGACY: 631 ,1,3.1,MG/L,0.072,0.24,,,3,2,3.1,113133790,Wisconsin State Laboratory of Hygiene,453036005,6/28/2019 13:46,EPA 353.2,,161952,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
946,"SULFATE DISS, AS SO4",DNR_STORET,CAS: 14808798 EPA WQX: 1827 SRS: E197301 STORET_LEGACY: 946 ,1,45.7,MG/L,0.8,2.5,,,3,1,45.7,113133790,Wisconsin State Laboratory of Hygiene,453036005,7/19/2019 9:47,EPA 300.0,Analyzed past the 28 days holding time.,164217,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
95,"CONDUCTIVITY, UMHOS/CM @ 25C",DNR_STORET,EPA WQX: 1815 SRS: E1640291 SRS: E1646694 STORET_LEGACY: 95 ,1,788,uS/cm,10,10,,,3,0,788,113133790,Wisconsin State Laboratory of Hygiene,453036005,6/28/2019 11:30,"SM2510B,EPA150.1,SM2320B",,161908,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
403,PH LAB,DNR_STORET,EPA WQX: 1648 SRS: E1644285 STORET_LEGACY: 403 ,1,7.3,SU,,,,,3,2,7.3,113133790,Wisconsin State Laboratory of Hygiene,453036005,6/28/2019 11:30,"SM2510B,EPA150.1,SM2320B",,161908,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
410,ALKALINITY TOTAL CACO3,DNR_STORET,EPA WQX: 3125 SRS: E1640192 STORET_LEGACY: 410 ,1,422,MG/L,20,20,,,3,0,422,113133790,Wisconsin State Laboratory of Hygiene,453036005,6/28/2019 11:30,"SM2510B,EPA150.1,SM2320B",,161908,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
955,"SILICA, DISSOLVED (MG/L AS SI02)",DNR_STORET,CAS: 7631869 EPA WQX: 1789 SRS: E151977 STORET_LEGACY: 955 ,1,16.7,MG/L,0.1,0.32,,,3,1,16.7,113133790,Wisconsin State Laboratory of Hygiene,453036005,7/11/2019 12:25,LACHAT 10-114-27-1-A,,163002,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
608,NITROGEN NH3-N DISS,DNR_STORET,CAS: 7664417 EPA WQX: 556 SRS: E153122 STORET_LEGACY: 608 ,2,ND,MG/L,0.015,0.048,,,3,0,,113133790,Wisconsin State Laboratory of Hygiene,453036005,6/28/2019 12:29,EPA 350.1,,161952,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
1104,"ALUMINUM,TOTAL RECOVERABLE",DNR_STORET,CAS: 7429905 EPA WQX: 549 SRS: E149476 STORET_LEGACY: 1104 ,1,436,ug/L,10,30,,,3,0,436,113133790,Wisconsin State Laboratory of Hygiene,453036005,6/28/2019 14:27,EPA 200.7,,161891,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
918,CALCIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,98.1,MG/L,0.1,0.3,,,3,1,98.1,113133790,Wisconsin State Laboratory of Hygiene,453036005,6/28/2019 14:27,EPA 200.7,,161891,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
921,MAGNESIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,53.3,MG/L,0.1,0.3,,,3,1,53.3,113133790,Wisconsin State Laboratory of Hygiene,453036005,6/28/2019 14:27,EPA 200.7,,161891,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
899,HARDNESS TOTAL RECOVERABLE CALCULATION,DNR_STORET,EPA WQX: 1097 SRS: E1643592 STORET_LEGACY: 899 ,1,464,MG/L,0.66,2,,,3,0,464,113133790,Wisconsin State Laboratory of Hygiene,453036005,6/28/2019 14:27,EPA 200.7,,161891,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
980,IRON TOTAL RECOVERABLE,DNR_STORET,CAS: 7439896 EPA WQX: 1185 SRS: E149559 STORET_LEGACY: 980 ,1,0.789,MG/L,0.1,0.3,,,3,3,0.789,113133790,Wisconsin State Laboratory of Hygiene,453036005,6/28/2019 14:27,EPA 200.7,,161891,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
1123,"MANGANESE, TOTAL RECOVERABLE",DNR_STORET,CAS: 7439965 EPA WQX: 1249 SRS: E149625 STORET_LEGACY: 1123 ,1,34.9,ug/L,1,3,,,3,1,34.9,113133790,Wisconsin State Laboratory of Hygiene,453036005,6/28/2019 14:27,EPA 200.7,,161891,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
50245,POTASSIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7440097 EPA WQX: 1709 SRS: E149740 STORET_LEGACY: 50245 ,1,0.793,MG/L,0.2,0.6,,,3,3,0.793,113133790,Wisconsin State Laboratory of Hygiene,453036005,6/28/2019 14:27,EPA 200.7,,161891,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
923,SODIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7440235 EPA WQX: 1802 SRS: E149856 STORET_LEGACY: 923 ,1,2.13,MG/L,0.2,0.6,,,3,2,2.13,113133790,Wisconsin State Laboratory of Hygiene,453036005,6/28/2019 14:27,EPA 200.7,,161891,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
665,PHOSPHORUS TOTAL ,DNR_STORET,CAS: 7723140 EPA WQX: 2962 SRS: E153049 STORET_LEGACY: 665 ,1,0.153,MG/L,0.008,0.027,,,3,3,0.153,113133790,Wisconsin State Laboratory of Hygiene,453036005,6/25/2019 10:33,EPA 365.1,,161711,10051663,197258909,,PFL02 061819,6/18/2019 12:10,6/18/2019 12:15,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E ERNST, MICHAELA A KROMREY",MW,,CSLS,,,32 F,COMPLETE
665,PHOSPHORUS TOTAL ,DNR_STORET,CAS: 7723140 EPA WQX: 2962 SRS: E153049 STORET_LEGACY: 665 ,3,0.0184,MG/L,0.008,0.027,,,3,4,0.0184,113133790,Wisconsin State Laboratory of Hygiene,453036006,6/25/2019 10:40,EPA 365.1,,161711,10051664,197258913,,PFL03 061819,6/18/2019 11:21,6/18/2019 11:25,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL03 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E. ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,33 F,COMPLETE
95,"CONDUCTIVITY, UMHOS/CM @ 25C",DNR_STORET,EPA WQX: 1815 SRS: E1640291 SRS: E1646694 STORET_LEGACY: 95 ,1,601,uS/cm,10,10,,,3,0,601,113133790,Wisconsin State Laboratory of Hygiene,453036006,6/28/2019 11:49,"SM2510B,EPA150.1,SM2320B",,161908,10051664,197258913,,PFL03 061819,6/18/2019 11:21,6/18/2019 11:25,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL03 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E. ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,33 F,COMPLETE
403,PH LAB,DNR_STORET,EPA WQX: 1648 SRS: E1644285 STORET_LEGACY: 403 ,1,7.5,SU,,,,,3,2,7.5,113133790,Wisconsin State Laboratory of Hygiene,453036006,6/28/2019 11:49,"SM2510B,EPA150.1,SM2320B",,161908,10051664,197258913,,PFL03 061819,6/18/2019 11:21,6/18/2019 11:25,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL03 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E. ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,33 F,COMPLETE
410,ALKALINITY TOTAL CACO3,DNR_STORET,EPA WQX: 3125 SRS: E1640192 STORET_LEGACY: 410 ,1,313,MG/L,20,20,,,3,0,313,113133790,Wisconsin State Laboratory of Hygiene,453036006,6/28/2019 11:49,"SM2510B,EPA150.1,SM2320B",,161908,10051664,197258913,,PFL03 061819,6/18/2019 11:21,6/18/2019 11:25,6/20/2019 14:12,8/1/2019 10:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL03 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"ABIGAIL E. ERNST, MICHAELA A. KROMREY",MW,,CSLS,,,33 F,COMPLETE
