Sample/Labslip ID,Sample Status,Primary Lab,Sample Collected (Start) Date,Primary Lab Id,Id #,Site Description,Id Point #,Field #,Waterbody ID #,Start Date/Time,End Date/Time,Date Received by Lab,Date Reported by Lab,Account #,Account Description,Program Code,Region,County,County Name,District,Sample Description,Sample Location,Report to Name,Report to Address,"Report to City, State, Zip",Sample Collector,Sample Source,Sample Reason,Project Code,Enforcement Code,Sample Depth,Type of Sample (QC),Check Date,File Batch Seq #,Sample Comment,Processed Batch Seq #,Creation Date,Creation User Id,Last Update Date,Last Update User Id,DNR Parameter Code,DNR Parameter Description,Analyte Code,Result Type,Result value,Result Amt,Units,LOD,LOQ,Lower Reporting Limit,Upper Reporting Limit,Decimal Places,Sig Figs,Lab Comment,NR140 Enforcement Standard,NR140 Preventive Action Limit,Analysis,Result Comment,Analysis ID,Creation Date,Creation User Id,Last Update Date,Last Update User Id
405789002,CORRECTED,Wisconsin State Laboratory of Hygiene,9/6/2018,113133790,10050786,,162004120,PFL090618,1012500,9/6/2018 11:15,9/6/2018 11:37,9/7/2018 11:51,10/9/2018 8:41,WQ030,Central Sands Lake Study,,4,70,Waushara,,PLAINFIELD LAKE DEEP HOLE INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",SU,,CSLS,,0-1.5M,1,,1081704,,333941,1/11/2019 10:44,LDES_DBL1,1/11/2019 10:44,LDES_DBL1,403,PH LAB,CPA-TR~pH,1,7.92,7.92,SU,,,,,2,3,, , ,COMMENTS,,10744643,1/11/2019 10:44,LDES_DBL1,1/11/2019 10:44,LDES_DBL1
424393005,COMPLETE,Wisconsin State Laboratory of Hygiene,12/13/2018,113133790,10051676,,169205583,PSNT16 121318,,12/13/2018 11:04,12/13/2018 11:10,12/14/2018 11:33,1/22/2019 13:01,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT16 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,32.3F,1,,1091774,,335091,1/22/2019 13:44,LDES_DBL1,1/22/2019 13:44,LDES_DBL1,918,CALCIUM TOTAL RECOVERABLE,TRICP~7440-70-2,1,71.7,71.7,MG/L,0.1,0.3,,,1,3,, , ,COMMENTS,,10754084,1/22/2019 13:44,LDES_DBL1,1/22/2019 13:44,LDES_DBL1
424393006,COMPLETE,Wisconsin State Laboratory of Hygiene,12/13/2018,113133790,10051663,,169205551,PFL02 121318,,12/13/2018 12:06,12/13/2018 12:11,12/14/2018 11:33,1/22/2019 13:01,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL02 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,33.4F,1,,1091774,,335091,1/22/2019 13:44,LDES_DBL1,1/22/2019 13:44,LDES_DBL1,1104,"ALUMINUM,TOTAL RECOVERABLE",TRICP~7429-90-5,1,1080,1080,ug/L,10,30,,,0,3,,200 UG/L, ,COMMENTS,,10754089,1/22/2019 13:44,LDES_DBL1,1/22/2019 13:44,LDES_DBL1
424393006,COMPLETE,Wisconsin State Laboratory of Hygiene,12/13/2018,113133790,10051663,,169205551,PFL02 121318,,12/13/2018 12:06,12/13/2018 12:11,12/14/2018 11:33,1/22/2019 13:01,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL02 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,33.4F,1,,1091774,,335091,1/22/2019 13:44,LDES_DBL1,1/22/2019 13:44,LDES_DBL1,403,PH LAB,CPA-TR~pH,1,7.62,7.62,SU,,,,,2,3,, , ,COMMENTS,,10754094,1/22/2019 13:44,LDES_DBL1,1/22/2019 13:44,LDES_DBL1
424393009,COMPLETE,Wisconsin State Laboratory of Hygiene,12/13/2018,113133790,10051667,,169205563,PFL07 121318,,12/13/2018 9:43,12/13/2018 9:48,12/14/2018 11:33,1/22/2019 13:01,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL07 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,14F,1,,1091774,,335091,1/22/2019 13:44,LDES_DBL1,1/22/2019 13:44,LDES_DBL1,608,NITROGEN NH3-N DISS,LACH-NH3D~7664-41-7,2,ND,,MG/L,0.015,0.048,,,0,3,, , ,COMMENTS,,10754118,1/22/2019 13:44,LDES_DBL1,1/22/2019 13:44,LDES_DBL1
424393011,COMPLETE,Wisconsin State Laboratory of Hygiene,12/13/2018,113133790,10051669,,169205539,LL03 121318,,12/13/2018 12:58,12/13/2018 13:03,12/14/2018 11:33,1/22/2019 13:01,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL03 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,23F,1,,1091774,,335091,1/22/2019 13:44,LDES_DBL1,1/22/2019 13:44,LDES_DBL1,403,PH LAB,CPA-TR~pH,1,7.94,7.94,SU,,,,,2,3,, , ,COMMENTS,,10754129,1/22/2019 13:44,LDES_DBL1,1/22/2019 13:44,LDES_DBL1
424393013,COMPLETE,Wisconsin State Laboratory of Hygiene,12/13/2018,113133790,10051671,,169205547,LL07 121318,,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,28.7F,1,,1091774,,335091,1/22/2019 13:44,LDES_DBL1,1/22/2019 13:44,LDES_DBL1,980,IRON TOTAL RECOVERABLE,TRICP~7439-89-6,3,0.186,0.186,MG/L,0.1,0.3,,,3,3,,.3 MG/L,.15 MG/L,COMMENTS,,10754151,1/22/2019 13:44,LDES_DBL1,1/22/2019 13:44,LDES_DBL1
433206003,COMPLETE,Wisconsin State Laboratory of Hygiene,2/27/2019,113133790,10051672,,182660379,PSNT01 022719,,2/27/2019 10:55,2/27/2019 10:55,2/28/2019 12:18,4/16/2019 9:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT01 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,23F,1,,1194610,,343522,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1,403,PH LAB,CPA-TR~pH,1,7.71,7.71,SU,,,,,2,3,, , ,COMMENTS,,10842030,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1
433206004,COMPLETE,Wisconsin State Laboratory of Hygiene,2/27/2019,113133790,10051675,,182660391,PSNT11 022719,,2/27/2019 13:40,2/27/2019 13:43,2/28/2019 12:18,4/16/2019 9:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL/PERISTALTIC PUMP,PSNT11 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,10F,1,,1194610,,343522,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1,665,PHOSPHORUS TOTAL ,LACH-TPL~7723-14-0,1,0.0427,0.0427,MG/L,0.008,0.027,,,4,3,, , ,COMMENTS,,10842036,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1
412650001,CORRECTED,Wisconsin State Laboratory of Hygiene,10/4/2018,113133790,703057,,161188618,PSNT10418,106900,10/4/2018 12:13,10/4/2018 12:26,10/5/2018 10:32,12/11/2018 13:42,WQ030,Central Sands Lake Study,FH,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLE,PLEASANT LAKE-DEEP HOLE,HEINC,,,"CATHERINE L HEIN, MICHAELA KROMREY",SU,,CSLS,,0-6F,1,,1056151,Analyzed past the 28 days holding time: Method EPA 445 analyzed on 11/13/18 0000,330772,12/11/2018 14:45,LDES_DBL1,12/11/2018 14:45,LDES_DBL1,940,CHLORIDE,LACH-CL~16887-00-6,1,3.91,3.91,MG/L,1,3.2,,,2,3,,250 MG/L,125 MG/L,COMMENTS,,10716528,12/11/2018 14:45,LDES_DBL1,12/11/2018 14:45,LDES_DBL1
412650002,CORRECTED,Wisconsin State Laboratory of Hygiene,10/4/2018,113133790,703032,,161188765,LL10418,1000800,10/4/2018 10:15,10/4/2018 10:32,10/5/2018 10:32,12/11/2018 13:42,WQ030,Central Sands Lake Study,,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLE,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,HEINC,,,"CATHERINE L HEIN, MICHAELA KROMREY",SU,,CSLC,,0-1.5M,1,,1056151,Analyzed past the 28 days holding time: Method EPA 445 analyzed on 11/13/18 0000,330772,12/11/2018 14:45,LDES_DBL1,12/11/2018 14:45,LDES_DBL1,410,ALKALINITY TOTAL CACO3,CPA-TR~ALK,1,46.8,46.8,MG/L,2.55,2.55,,,1,3,, , ,COMMENTS,Alkalinity method blank was 2.6mg/l which exceeds upper QC limit,10716541,12/11/2018 14:45,LDES_DBL1,12/11/2018 14:45,LDES_DBL1
433206006,COMPLETE,Wisconsin State Laboratory of Hygiene,2/27/2019,113133790,10051676,,182660395,PSNT16 022719,,2/27/2019 12:31,2/27/2019 12:36,2/28/2019 12:18,4/16/2019 9:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL/PERISTALTIC PUMP,PSNT16 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,23F,1,,1194610,,343522,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1,1123,"MANGANESE, TOTAL RECOVERABLE",TRICP~7439-96-5,1,20.4,20.4,ug/L,1,3,,,1,3,,300 UG/L,50 UG/L,COMMENTS,,10842049,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1
433206006,COMPLETE,Wisconsin State Laboratory of Hygiene,2/27/2019,113133790,10051676,,182660395,PSNT16 022719,,2/27/2019 12:31,2/27/2019 12:36,2/28/2019 12:18,4/16/2019 9:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL/PERISTALTIC PUMP,PSNT16 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,23F,1,,1194610,,343522,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1,923,SODIUM TOTAL RECOVERABLE,TRICP~7440-23-5,1,28.6,28.6,MG/L,0.1,0.3,,,1,3,, , ,COMMENTS,,10842049,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1
433206006,COMPLETE,Wisconsin State Laboratory of Hygiene,2/27/2019,113133790,10051676,,182660395,PSNT16 022719,,2/27/2019 12:31,2/27/2019 12:36,2/28/2019 12:18,4/16/2019 9:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL/PERISTALTIC PUMP,PSNT16 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,23F,1,,1194610,,343522,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1,95,"CONDUCTIVITY, UMHOS/CM @ 25C",CPA-TR~COND,1,669,669,uS/cm,10,10,,,0,3,, , ,COMMENTS,,10842047,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1
412650003,CORRECTED,Wisconsin State Laboratory of Hygiene,10/4/2018,113133790,10050786,,161188649,PFL10418,1012500,10/4/2018 10:01,10/4/2018 10:35,10/5/2018 10:32,12/11/2018 13:42,WQ030,Central Sands Lake Study,,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,HEINC,,,"CATHERINE L HEIN, MICHAELA KROMREY",SU,,CSLS,,0-6F,1,,1056151,Analyzed past the 28 days holding time: Method EPA 445 analyzed on 11/13/18 0000,330772,12/11/2018 14:45,LDES_DBL1,12/11/2018 14:45,LDES_DBL1,1104,"ALUMINUM,TOTAL RECOVERABLE",TRICP~7429-90-5,2,ND,,ug/L,10,30,,,0,3,,200 UG/L, ,COMMENTS,,10716552,12/11/2018 14:45,LDES_DBL1,12/11/2018 14:45,LDES_DBL1
412650003,CORRECTED,Wisconsin State Laboratory of Hygiene,10/4/2018,113133790,10050786,,161188649,PFL10418,1012500,10/4/2018 10:01,10/4/2018 10:35,10/5/2018 10:32,12/11/2018 13:42,WQ030,Central Sands Lake Study,,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,HEINC,,,"CATHERINE L HEIN, MICHAELA KROMREY",SU,,CSLS,,0-6F,1,,1056151,Analyzed past the 28 days holding time: Method EPA 445 analyzed on 11/13/18 0000,330772,12/11/2018 14:45,LDES_DBL1,12/11/2018 14:45,LDES_DBL1,923,SODIUM TOTAL RECOVERABLE,TRICP~7440-23-5,1,6.47,6.47,MG/L,0.1,0.3,,,2,3,, , ,COMMENTS,,10716552,12/11/2018 14:45,LDES_DBL1,12/11/2018 14:45,LDES_DBL1
412650003,CORRECTED,Wisconsin State Laboratory of Hygiene,10/4/2018,113133790,10050786,,161188649,PFL10418,1012500,10/4/2018 10:01,10/4/2018 10:35,10/5/2018 10:32,12/11/2018 13:42,WQ030,Central Sands Lake Study,,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,HEINC,,,"CATHERINE L HEIN, MICHAELA KROMREY",SU,,CSLS,,0-6F,1,,1056151,Analyzed past the 28 days holding time: Method EPA 445 analyzed on 11/13/18 0000,330772,12/11/2018 14:45,LDES_DBL1,12/11/2018 14:45,LDES_DBL1,940,CHLORIDE,LACH-CL~16887-00-6,1,10.5,10.5,MG/L,1,3.2,,,1,3,,250 MG/L,125 MG/L,COMMENTS,,10716555,12/11/2018 14:45,LDES_DBL1,12/11/2018 14:45,LDES_DBL1
453036014,COMPLETE,Wisconsin State Laboratory of Hygiene,6/18/2019,113133790,703032,,197257567,LONG 061819,1000800,6/18/2019 16:26,6/18/2019 16:34,6/20/2019 14:12,8/1/2019 10:21,WQ030,Central Sands Lake Study,,4,70,Waushara,,DEEP HOLE/ INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,HEINC,,,"ABIGAIL E. ERNST, MICHAELA A. KROMREY",SU,,CSLS,,0-6 F,1,,1202358,,354568,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1,50245,POTASSIUM TOTAL RECOVERABLE,TRICP~7440-09-7,1,0.958,0.958,MG/L,0.2,0.6,,,3,3,, , ,COMMENTS,,10962023,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1
442376001,COMPLETE,Wisconsin State Laboratory of Hygiene,4/23/2019,113133790,10051669,,192771508,LL03 042319,,4/23/2019 13:11,4/23/2019 13:15,4/25/2019 12:11,5/13/2019 14:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL03 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,22.75F,1,,1196529,,346350,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1,1104,"ALUMINUM,TOTAL RECOVERABLE",TRICP~7429-90-5,3,17.5,17.5,ug/L,10,30,,,1,3,,200 UG/L, ,COMMENTS,,10867915,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1
442376001,COMPLETE,Wisconsin State Laboratory of Hygiene,4/23/2019,113133790,10051669,,192771508,LL03 042319,,4/23/2019 13:11,4/23/2019 13:15,4/25/2019 12:11,5/13/2019 14:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL03 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,22.75F,1,,1196529,,346350,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1,665,PHOSPHORUS TOTAL ,LACH-TPL~7723-14-0,3,0.0116,0.0116,MG/L,0.008,0.027,,,4,3,, , ,COMMENTS,,10867916,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1
442376002,COMPLETE,Wisconsin State Laboratory of Hygiene,4/23/2019,113133790,10051670,,192771512,LL06 042319,,4/23/2019 15:37,4/23/2019 15:40,4/25/2019 12:11,5/13/2019 14:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,31.1F,1,,1196529,,346350,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1,50245,POTASSIUM TOTAL RECOVERABLE,TRICP~7440-09-7,3,0.403,0.403,MG/L,0.2,0.6,,,3,3,, , ,COMMENTS,,10867929,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1
442376003,COMPLETE,Wisconsin State Laboratory of Hygiene,4/23/2019,113133790,10051671,,192771516,LL07 042319,,4/23/2019 13:49,4/23/2019 13:54,4/25/2019 12:11,5/13/2019 14:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,27.5F,1,,1196529,,346350,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1,899,HARDNESS TOTAL RECOVERABLE CALCULATION,TRICP~000-01-5,1,136,136,MG/L,0.66,2,,,0,3,, , ,COMMENTS,,10867932,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1
442376003,COMPLETE,Wisconsin State Laboratory of Hygiene,4/23/2019,113133790,10051671,,192771516,LL07 042319,,4/23/2019 13:49,4/23/2019 13:54,4/25/2019 12:11,5/13/2019 14:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,27.5F,1,,1196529,,346350,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1,955,"SILICA, DISSOLVED (MG/L AS SI02)",LACH-SILD~99439-28-8,1,10.5,10.5,MG/L,0.1,0.32,,,1,3,, , ,COMMENTS,,10867934,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1
442376004,COMPLETE,Wisconsin State Laboratory of Hygiene,4/23/2019,113133790,10052301,,192771520,LL09 042319,,4/23/2019 14:57,4/23/2019 15:00,4/25/2019 12:11,5/13/2019 14:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID SCREEN OF WELL / PERISTALTIC PUMP,LL09 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,23.7F,1,,1196529,,346350,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1,410,ALKALINITY TOTAL CACO3,CPA-TR~ALK,1,277,277,MG/L,20,20,,,0,3,, , ,COMMENTS,,10867939,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1
442376007,COMPLETE,Wisconsin State Laboratory of Hygiene,4/23/2019,113133790,10052284,,192771532,PFL05 042319,,4/23/2019 10:30,4/23/2019 10:34,4/25/2019 12:11,5/13/2019 14:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL05 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,24.4F,1,,1196529,,346350,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1,921,MAGNESIUM TOTAL RECOVERABLE,TRICP~7439-95-4,1,37.8,37.8,MG/L,0.1,0.3,,,1,3,,.05 UG/L,.025 UG/L,COMMENTS,,10867966,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1
442376008,COMPLETE,Wisconsin State Laboratory of Hygiene,4/23/2019,113133790,10052286,,192771536,PFL09 042319,,4/23/2019 11:38,4/23/2019 11:42,4/25/2019 12:11,5/13/2019 14:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / WATERRA PUMP,PFL09 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,40.8F,1,,1196529,,346350,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1,918,CALCIUM TOTAL RECOVERABLE,TRICP~7440-70-2,1,284,284,MG/L,2,6,,,0,3,, , ,COMMENTS,,10867974,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1
442376008,COMPLETE,Wisconsin State Laboratory of Hygiene,4/23/2019,113133790,10052286,,192771536,PFL09 042319,,4/23/2019 11:38,4/23/2019 11:42,4/25/2019 12:11,5/13/2019 14:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / WATERRA PUMP,PFL09 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,40.8F,1,,1196529,,346350,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1,921,MAGNESIUM TOTAL RECOVERABLE,TRICP~7439-95-4,1,141,141,MG/L,2,6,,,0,3,,.05 UG/L,.025 UG/L,COMMENTS,,10867974,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1
442376009,COMPLETE,Wisconsin State Laboratory of Hygiene,4/24/2019,113133790,10051672,,192771540,PSNT01 042419,,4/24/2019 10:54,4/24/2019 10:59,4/25/2019 12:11,5/13/2019 14:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT01 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,22.42F,1,,1196529,,346350,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1,1104,"ALUMINUM,TOTAL RECOVERABLE",TRICP~7429-90-5,1,1380,1380,ug/L,10,30,,,0,3,,200 UG/L, ,COMMENTS,,10867980,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1
442376012,COMPLETE,Wisconsin State Laboratory of Hygiene,4/24/2019,113133790,10051676,,192771552,PSNT16 042419,,4/24/2019 11:39,4/24/2019 11:45,4/25/2019 12:11,5/13/2019 14:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT16 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,31.2F,1,,1196529,,346350,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1,955,"SILICA, DISSOLVED (MG/L AS SI02)",LACH-SILD~99439-28-8,1,14.7,14.7,MG/L,0.1,0.32,,,1,3,, , ,COMMENTS,,10868005,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1
453036001,COMPLETE,Wisconsin State Laboratory of Hygiene,6/19/2019,113133790,10051672,,197258925,PSNT01 061919,,6/19/2019 13:26,6/19/2019 13:30,6/20/2019 14:12,8/1/2019 10:21,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEB OF WELL/ PERISTALTIC PUMP,PSNT01 MONITORING WELL,HEINC,,,"ABIGAIL E. ERNST, MICHAELA A. KROMERY",MW,,CSLS,,21 F,1,,1202358,Analyzed past the 28 days holding time: Method EPA 300.0 analyzed on 07/18/19 1247,354568,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1,955,"SILICA, DISSOLVED (MG/L AS SI02)",LACH1SILD~99439-28-8,1,12,12,MG/L,0.1,0.32,,,1,3,, , ,COMMENTS,,10961924,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1
453036003,COMPLETE,Wisconsin State Laboratory of Hygiene,6/19/2019,113133790,10052290,,197258933,PSNT05 061919,,6/19/2019 14:56,6/19/2019 15:01,6/20/2019 14:12,8/1/2019 10:21,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL/ WATERRA PUMP,PSNT05 MONITORING WELL,HEINC,,,"ABIGAIL E. ERNST, MICHAELA A. KROMREY",MW,,CSLS,,50 F,1,,1202358,Analyzed past the 28 days holding time: Method EPA 300.0 analyzed on 07/18/19 1309,354568,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1,946,"SULFATE DISS, AS SO4",ESSANIONS~14808-79-8,3,4.78,4.78,MG/L,1.6,5,,,2,3,Analyzed past the 28 days holding time.,250 MG/L,125 MG/L,COMMENTS,,10961936,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1
453036004,COMPLETE,Wisconsin State Laboratory of Hygiene,6/19/2019,113133790,10051676,,197258937,PSNT16 061919,,6/19/2019 14:07,6/19/2019 14:12,6/20/2019 14:12,8/1/2019 10:21,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,HEINC,,,"ABIGAIL E ERNST, MICHAELA A. KROMREY",MW,,CSLS,,31 F,1,,1202358,Analyzed past the 28 days holding time: Method EPA 300.0 analyzed on 07/18/19 1331,354568,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1,955,"SILICA, DISSOLVED (MG/L AS SI02)",LACH1SILD~99439-28-8,1,14.6,14.6,MG/L,0.1,0.32,,,1,3,, , ,COMMENTS,,10961949,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1
453036006,COMPLETE,Wisconsin State Laboratory of Hygiene,6/18/2019,113133790,10051664,,197258913,PFL03 061819,,6/18/2019 11:21,6/18/2019 11:25,6/20/2019 14:12,8/1/2019 10:21,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL03 MONITORING WELL,HEINC,,,"ABIGAIL E. ERNST, MICHAELA A. KROMREY",MW,,CSLS,,33 F,1,,1202358,Analyzed past the 28 days holding time: Method EPA 300.0 analyzed on 07/19/19 0958,354568,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1,899,HARDNESS TOTAL RECOVERABLE CALCULATION,TRICP~000-01-5,1,348,348,MG/L,0.66,2,,,0,3,, , ,COMMENTS,,10961968,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1
